userId,createdAt,countryCode_x,platform,amount,eventId,source,network,adUnitFormat,deviceId,advertisingId,packageName,adUnitName,countryCode_y,installedAt,osVersion,device,limitAdTracking,adjustId,adGroupName,trackerName,channel,campaign,creative,os_name,googleAdId,idfa,idfv,index
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 05:32:03.184580+00:00,ca,android,0.000161829,EMDC52921030581602,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 05:35:34.077806+00:00,ca,android,0.000170819,WLOH13384236049043,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 05:55:41.266758+00:00,ca,android,0.000212457,UKMM68769159193530,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 06:06:00.539139+00:00,ca,android,0.000223314,FPDE59152391800692,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 06:09:20.850970+00:00,ca,android,0.000192,HFQS45643598531594,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 06:38:39.752453+00:00,ca,android,0.000170819,BKPD63492100034986,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 06:41:46.783231+00:00,ca,android,0.000154257,MEHX26688076746853,source 1,network 1,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 06:45:03.783219+00:00,ca,android,0.0001536,ROTU47343057654546,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 06:47:55.044143+00:00,ca,android,8.91e-05,JIHZ22513500335559,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 06:51:32.696920+00:00,ca,android,0.000116286,LKHK32685881712736,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 06:54:13.443573+00:00,ca,android,0.000212667,LJAE03543957929821,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 06:58:38.065956+00:00,ca,android,0.000237429,WTWA69363884906762,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 07:01:46.451219+00:00,ca,android,0.000168,BBSB53359626681934,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 07:04:54.964535+00:00,ca,android,0.000192343,WIJQ73898012316332,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 07:10:37.325990+00:00,ca,android,0.000333429,RLAU62990166001241,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 07:14:00.331726+00:00,ca,android,0.000125631,KJFM10708573642733,source 1,network 1,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 07:26:20.774620+00:00,ca,android,0.00018,QBIA62238761405965,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 07:29:31.268758+00:00,ca,android,0.000174933,BUBU83470563315586,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 07:32:14.781942+00:00,ca,android,0.000195962,IBAX78185370031027,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 07:35:36.219471+00:00,ca,android,0.000194,SBIA81398749511898,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 07:38:51.221021+00:00,ca,android,0.000139581,JXVS63456218226984,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 07:41:50.261926+00:00,ca,android,0.000139581,VFUP67982350759657,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 08:16:01.168631+00:00,ca,android,0.000154819,VWFX26914907846427,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 08:20:47.756082+00:00,ca,android,0.000223714,QQYH43552889133201,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 08:26:19.480939+00:00,ca,android,0.0002204,MRMJ47852730259644,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 08:29:26.073329+00:00,ca,android,0.000295467,AEEV95003138967338,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 08:31:59.813247+00:00,ca,android,0.000196,QFHH54250361265052,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 08:52:36.535375+00:00,ca,android,0.000156076,CPLQ46136710035893,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 08:55:20.734547+00:00,ca,android,0.000174857,EEJK49053996885426,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 08:58:36.215127+00:00,ca,android,0.000171619,LHVT76073551397013,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 09:01:38.425901+00:00,ca,android,0.000188914,ICFE02825335814232,source 1,network 11,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 05:02:39.465687+00:00,ca,android,0.000101411,NMFD23525567785987,source 1,network 1,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 06:41:46.783231+00:00,ca,android,0.000154257,MEHX26688076746853,source 1,network 1,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
06c53348Lb7f6262c4261a5b7340f301f4a92,2024-01-01 08:00:45.014775+00:00,ca,android,0.000132851,BNHB37216705096339,source 1,network 1,adUnitFormat 1,OPDS19296982968073,WYWS55356535259373,packageName 1,adUnitName 1,au,2024-01-01 01:22:50.000000 UTC,9,galaxytaba(2017),False,QLVO96314900235206,adGroupName 2,trackerName 2,channel 1,campaign 2,creative 1,android,VNSA39644876747171,,,1-2-1
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 06:05:44.576467+00:00,us,android,0.00494669,VTCG22147540339387,source 1,network 1,adUnitFormat 1,YBSU65690062552565,DNRA06338648505622,packageName 1,adUnitName 1,de,2024-01-01 03:29:45.000000 UTC,9,y5(2019),False,GAZL00570149805783,adGroupName 3,trackerName 3,channel 1,campaign 3,creative 2,android,FQUT15816053221647,,,1-3-2
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 01:18:46.803756+00:00,us,android,0.000718,PBIE97890996680769,source 1,network 8,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15,de,2024-01-01 03:29:45.000000 UTC,9,y5(2019),False,GAZL00570149805783,adGroupName 3,trackerName 3,channel 1,campaign 3,creative 2,android,FQUT15816053221647,,,1-3-2
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 01:18:57.367861+00:00,us,android,0.000855,XXNF19744635632330,source 1,network 8,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15,de,2024-01-01 03:29:45.000000 UTC,9,y5(2019),False,GAZL00570149805783,adGroupName 3,trackerName 3,channel 1,campaign 3,creative 2,android,FQUT15816053221647,,,1-3-2
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 06:38:04.218217+00:00,us,android,0.00032,YCFE33241224322567,source 1,network 8,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15,de,2024-01-01 03:29:45.000000 UTC,9,y5(2019),False,GAZL00570149805783,adGroupName 3,trackerName 3,channel 1,campaign 3,creative 2,android,FQUT15816053221647,,,1-3-2
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 15:29:51.522594+00:00,us,android,0.000247,RTWP53951539745249,source 1,network 8,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15,de,2024-01-01 03:29:45.000000 UTC,9,y5(2019),False,GAZL00570149805783,adGroupName 3,trackerName 3,channel 1,campaign 3,creative 2,android,FQUT15816053221647,,,1-3-2
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 23:25:34.720679+00:00,us,android,0.000241,VZIU46355171974193,source 1,network 8,adUnitFormat 2,FPFN52196479306040,DNRA06338648505622,packageName 6,adUnitName 15,de,2024-01-01 03:29:45.000000 UTC,9,y5(2019),False,GAZL00570149805783,adGroupName 3,trackerName 3,channel 1,campaign 3,creative 2,android,FQUT15816053221647,,,1-3-2
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 05:29:15.823771+00:00,us,android,0.0050504,TEYS90539224464689,source 1,network 2,adUnitFormat 1,YBSU65690062552565,DNRA06338648505622,packageName 1,adUnitName 1,de,2024-01-01 03:29:45.000000 UTC,9,y5(2019),False,GAZL00570149805783,adGroupName 3,trackerName 3,channel 1,campaign 3,creative 2,android,FQUT15816053221647,,,1-3-2
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 05:34:57.524904+00:00,us,android,0.0056432,DYEI05193630300016,source 1,network 2,adUnitFormat 1,YBSU65690062552565,DNRA06338648505622,packageName 1,adUnitName 1,de,2024-01-01 03:29:45.000000 UTC,9,y5(2019),False,GAZL00570149805783,adGroupName 3,trackerName 3,channel 1,campaign 3,creative 2,android,FQUT15816053221647,,,1-3-2
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 06:02:15.851377+00:00,us,android,0.0047624,SPVP06171687733473,source 1,network 2,adUnitFormat 1,YBSU65690062552565,DNRA06338648505622,packageName 1,adUnitName 1,de,2024-01-01 03:29:45.000000 UTC,9,y5(2019),False,GAZL00570149805783,adGroupName 3,trackerName 3,channel 1,campaign 3,creative 2,android,FQUT15816053221647,,,1-3-2
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 06:05:44.576467+00:00,us,android,0.00494669,VTCG22147540339387,source 1,network 1,adUnitFormat 1,YBSU65690062552565,DNRA06338648505622,packageName 1,adUnitName 1,de,2024-01-01 03:29:45.000000 UTC,9,y5(2019),False,GAZL00570149805783,adGroupName 3,trackerName 3,channel 1,campaign 3,creative 2,android,FQUT15816053221647,,,1-3-2
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 06:09:27.898768+00:00,us,android,0.00958051,HJUJ81162856957456,source 1,network 2,adUnitFormat 1,YBSU65690062552565,DNRA06338648505622,packageName 1,adUnitName 1,de,2024-01-01 03:29:45.000000 UTC,9,y5(2019),False,GAZL00570149805783,adGroupName 3,trackerName 3,channel 1,campaign 3,creative 2,android,FQUT15816053221647,,,1-3-2
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 06:41:07.014082+00:00,us,android,0.00271875,URKO89891058236715,source 1,network 12,adUnitFormat 1,YBSU65690062552565,DNRA06338648505622,packageName 1,adUnitName 1,de,2024-01-01 03:29:45.000000 UTC,9,y5(2019),False,GAZL00570149805783,adGroupName 3,trackerName 3,channel 1,campaign 3,creative 2,android,FQUT15816053221647,,,1-3-2
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 06:44:04.399614+00:00,us,android,0.003612,XSKJ43583345137986,source 1,network 2,adUnitFormat 1,YBSU65690062552565,DNRA06338648505622,packageName 1,adUnitName 1,de,2024-01-01 03:29:45.000000 UTC,9,y5(2019),False,GAZL00570149805783,adGroupName 3,trackerName 3,channel 1,campaign 3,creative 2,android,FQUT15816053221647,,,1-3-2
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 06:52:23.257297+00:00,us,android,0.0034104,RWFW56186650947647,source 1,network 2,adUnitFormat 1,YBSU65690062552565,DNRA06338648505622,packageName 1,adUnitName 1,de,2024-01-01 03:29:45.000000 UTC,9,y5(2019),False,GAZL00570149805783,adGroupName 3,trackerName 3,channel 1,campaign 3,creative 2,android,FQUT15816053221647,,,1-3-2
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 06:55:26.680091+00:00,us,android,0.003804,CCIQ75095009452692,source 1,network 2,adUnitFormat 1,YBSU65690062552565,DNRA06338648505622,packageName 1,adUnitName 1,de,2024-01-01 03:29:45.000000 UTC,9,y5(2019),False,GAZL00570149805783,adGroupName 3,trackerName 3,channel 1,campaign 3,creative 2,android,FQUT15816053221647,,,1-3-2
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 06:58:37.055420+00:00,us,android,0.0038032,OALJ36845453438498,source 1,network 2,adUnitFormat 1,YBSU65690062552565,DNRA06338648505622,packageName 1,adUnitName 1,de,2024-01-01 03:29:45.000000 UTC,9,y5(2019),False,GAZL00570149805783,adGroupName 3,trackerName 3,channel 1,campaign 3,creative 2,android,FQUT15816053221647,,,1-3-2
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 07:01:31.017212+00:00,us,android,0.0032064,MGQT72195797133850,source 1,network 2,adUnitFormat 1,YBSU65690062552565,DNRA06338648505622,packageName 1,adUnitName 1,de,2024-01-01 03:29:45.000000 UTC,9,y5(2019),False,GAZL00570149805783,adGroupName 3,trackerName 3,channel 1,campaign 3,creative 2,android,FQUT15816053221647,,,1-3-2
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 07:04:11.317980+00:00,us,android,0.003432,TAHM11443537289765,source 1,network 2,adUnitFormat 1,YBSU65690062552565,DNRA06338648505622,packageName 1,adUnitName 1,de,2024-01-01 03:29:45.000000 UTC,9,y5(2019),False,GAZL00570149805783,adGroupName 3,trackerName 3,channel 1,campaign 3,creative 2,android,FQUT15816053221647,,,1-3-2
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 07:06:53.849965+00:00,us,android,0.0032096,TGET63836307931956,source 1,network 2,adUnitFormat 1,YBSU65690062552565,DNRA06338648505622,packageName 1,adUnitName 1,de,2024-01-01 03:29:45.000000 UTC,9,y5(2019),False,GAZL00570149805783,adGroupName 3,trackerName 3,channel 1,campaign 3,creative 2,android,FQUT15816053221647,,,1-3-2
e2743348L699571fa4fd9b4f7e8b3c5720df0,2024-01-01 07:10:42.197851+00:00,us,android,0.0036088,LXDC62332797632035,source 1,network 2,adUnitFormat 1,YBSU65690062552565,DNRA06338648505622,packageName 1,adUnitName 1,de,2024-01-01 03:29:45.000000 UTC,9,y5(2019),False,GAZL00570149805783,adGroupName 3,trackerName 3,channel 1,campaign 3,creative 2,android,FQUT15816053221647,,,1-3-2
